region,annee,type,nb_etab,nb_ecrans,nb_fauteuils,nb_seances,nb_entrees,recette,rme,indice_freq,tmof
CORSE,2018,P,17,20,5236,7350.0,204974.0,1268999.0,6.191024227462996,0.6262897859039425,13.077867845738147
GRAND EST,2018,P,81,119,24038,87257.0,1805415.0,9141720.0,5.06350063558794,0.32479823062533664,10.871006410552846
HAUTS-DE-FRANCE,2018,P,81,105,21182,77347.0,1885123.0,8337119.0,4.422586218512001,0.3136656452538246,13.447077006634862
ILE-DE-FRANCE,2018,P,168,251,56687,218687.96050449813,4813455.462691453,23100938.904845756,4.799242266579282,0.3983941478177593,10.871876706766507
NORMANDIE,2018,P,75,98,22366,69784.0,1796700.0,9161525.0,5.099084432570824,0.538074127669744,11.917294098349283
NOUVELLE AQUITAINE,2018,P,178,234,46752,175872.0,3403706.0,17164921.0,5.04300929633758,0.5757787979393323,10.042107029017027
OCCITANIE,2018,P,172,225,39880,148992.0,2993702.0,14948987.0,4.9934786428308495,0.5184631250990399,11.949038703132823
PAYS DE LA LOIRE,2018,P,94,116,24942,77753.0,1980744.0,9491081.0,4.791674744439463,0.5326711329693168,12.883714038506794
PROVENCE-ALPES-COTE D'AZUR,2018,P,138,178,29461,128711.0,2288019.0,12159883.0,5.3145900449253265,0.4568749017816975,10.933696474313576
AUVERGNE-RHONE-ALPES,2019,P,241,324,57400,212635.0,5148982.0,26933323.0,5.230805429112007,0.6536150535346748,13.720202654683304
BOURGOGNE-FRANCHE-COMTE,2019,P,72,118,20701,87405.0,1550068.0,8103875.0,5.2280770908114995,0.5493934430819691,10.601932148148594
BRETAGNE,2019,P,90,119,23918,71213.0,2303322.0,11526723.0,5.004390614946586,0.6992795664647753,16.12340217406598
CENTRE-VAL DE LOIRE,2019,P,55,70,14677,46934.0,1207945.0,6502626.0,5.38321363969386,0.4684513874238344,13.747073065947415
CORSE,2019,P,18,24,5855,11108.0,277555.0,1734071.0,6.247666228315109,0.8480581026206677,12.78528569335951
GRAND EST,2019,P,77,106,21313,76755.0,1667436.0,8339249.0,5.001240827234149,0.2999754973128,11.469226866025416
HAUTS-DE-FRANCE,2019,P,82,107,21545,77995.0,1938670.0,8585146.0,4.428368933340899,0.32257533141563294,13.63217177631979
ILE-DE-FRANCE,2019,P,163,239,53248,204170.87810107655,4809594.145915371,22717508.344162174,4.723373252492707,0.39807455911097994,11.728611714163637
NORMANDIE,2019,P,73,92,21195,66570.0,1728988.0,8628856.0,4.990697448449613,0.5177957977689405,11.941813060221
NOUVELLE AQUITAINE,2019,P,175,238,46662,177082.0,3575788.0,18288008.0,5.114399399516974,0.604888588005512,10.497033472844127
OCCITANIE,2019,P,175,236,41152,155690.0,3256015.0,16410315.0,5.039999815725665,0.5638917007335235,12.555405871676632
PAYS DE LA LOIRE,2019,P,95,117,25146,76694.0,2119483.0,10144225.0,4.786178987989052,0.5699814872185434,13.851202322759718
PROVENCE-ALPES-COTE D'AZUR,2019,P,137,179,29195,131677.0,2435428.0,13103923.0,5.380542147006604,0.486309741438509,11.527077387006218
AUVERGNE-RHONE-ALPES,2020,P,269,452,76736,190962.0,2852717.0,15924130.0,5.582092440294638,0.3621257123591181,9.132723026781573
BOURGOGNE-FRANCHE-COMTE,2020,P,78,151,25473,68098.0,776470.0,4320890.0,5.564786791505145,0.27520568565369813,7.048060278901567
BRETAGNE,2020,P,104,192,35645,86775.0,1520848.0,8554204.0,5.624627839205496,0.46172351503559667,9.628571593178846
CENTRE-VAL DE LOIRE,2020,P,59,94,18583,40910.0,606268.0,3369551.0,5.557857251248623,0.2351159082165771,8.318491983475747
CORSE,2020,P,16,24,4990,9495.0,111181.0,722103.0,6.494841744542683,0.3397090591323106,7.216003053046687
GRAND EST,2020,P,95,213,38397,112432.0,1316336.0,7621726.0,5.790106781247341,0.23681181540445445,6.8619233513419795
HAUTS-DE-FRANCE,2020,P,98,189,34057,101023.0,1348118.0,7165013.0,5.314826298588105,0.22431337496189668,8.313528763093432
ILE-DE-FRANCE,2020,P,199,387,77531,226114.44759197166,3180386.0929814545,16711644.940980084,5.254596282463852,0.26323027543633437,7.878953566593365
NORMANDIE,2020,P,90,160,33396,78433.0,1200399.0,6417675.0,5.346284860283956,0.359494431335578,8.139628237562883
NOUVELLE AQUITAINE,2020,P,200,406,73350,215031.0,2692920.0,15575283.0,5.783789715253331,0.4555405903291256,7.192394605987156
OCCITANIE,2020,P,184,300,51328,131598.0,1809711.0,9752008.0,5.3887101310651255,0.313414100864451,8.639149588612947
PAYS DE LA LOIRE,2020,P,106,179,34715,76872.0,1320750.0,7144543.0,5.409459019496498,0.3551823955388607,9.806331723607492
PROVENCE-ALPES-COTE D'AZUR,2020,P,151,253,39412,131178.0,1482293.0,8523508.0,5.750218074294353,0.2959863833240448,7.560206004983241
AUVERGNE-RHONE-ALPES,2004,M,62.0,205.0,33311.0,192224.0,5062825.0,27619376.0,5.4553289912252545,0.6881427265230629,17.05199972004519
BOURGOGNE-FRANCHE-COMTE,2004,M,18.0,72.0,13426.0,78415.0,1958627.0,10846666.0,5.537892615592454,0.7046787128871389,14.263591261475128
BRETAGNE,2004,M,16.0,78.0,14710.0,81523.0,2738395.0,15434203.0,5.63622231270507,0.8849135281758094,17.964262964646732
CENTRE-VAL DE LOIRE,2004,M,7.0,38.0,6585.0,55387.0,1458221.0,8180291.0,5.609774512916767,0.5787585724054967,15.31755849911097
CORSE,2004,M,6.0,10.0,3551.0,7738.0,202527.0,1318256.0,6.509038301066031,0.6885909736908316,8.745712473264359
GRAND EST,2004,M,23.0,131.0,25018.0,175175.0,4407468.0,25341405.0,5.749651500589454,0.8028120757656096,13.126507902721432
HAUTS-DE-FRANCE,2004,M,16.0,104.0,18468.0,148524.0,3404248.0,19219262.0,5.645670350691254,0.5757227423850402,13.097233526398295
ILE-DE-FRANCE,2004,M,81.0,262.0,46100.0,404109.48750174977,10744400.769394651,61846171.15797585,5.756130331078512,0.9316709993354939,15.425678238491516
NORMANDIE,2004,M,24.0,92.0,18060.0,102709.0,2308293.0,12271535.0,5.31628133863422,0.706364861523547,12.675088820063326
NOUVELLE AQUITAINE,2004,M,35.0,179.0,32475.0,244213.0,5565663.0,30047342.0,5.3986994900697365,0.9983572566724563,12.972530785870637
OCCITANIE,2004,M,34.0,145.0,22888.0,183106.0,4285188.0,22138185.0,5.166210910699834,0.806856605747429,15.41499907496077
PAYS DE LA LOIRE,2004,M,17.0,85.0,14696.0,113692.0,3217716.0,18501003.0,5.749731486557546,0.9325823711304052,16.56779860428949
PROVENCE-ALPES-COTE D'AZUR,2004,M,37.0,118.0,20705.0,144038.0,3460115.0,18882990.0,5.457330175442146,0.7185770072968447,14.519710649408985
AUVERGNE-RHONE-ALPES,2005,M,58.0,219.0,33966.0,244242.0,5665179.0,32003595.0,5.649176310227797,0.7191414293871128,15.211030879001186
BOURGOGNE-FRANCHE-COMTE,2005,M,17.0,80.0,14688.0,94239.0,2034009.0,11566753.0,5.686677394249485,0.7209175389529445,12.803454374330558
BRETAGNE,2005,M,19.0,97.0,17381.0,121914.0,3225555.0,18398967.0,5.7041244064974865,0.9792659046404664,14.997861603181065
CENTRE-VAL DE LOIRE,2005,M,9.0,55.0,10546.0,90119.0,1720957.0,10185610.0,5.918573212462601,0.6674018223898934,10.035059443614648
CORSE,2005,M,2.0,6.0,1088.0,4802.0,112464.0,701072.0,6.233745909802248,0.34362921386078715,13.718334048948048
GRAND EST,2005,M,21.0,142.0,27401.0,194185.0,4236237.0,24869258.0,5.870601196297563,0.7621085911602508,11.361640580608503
HAUTS-DE-FRANCE,2005,M,17.0,130.0,23538.0,199328.0,4273376.0,24850398.0,5.815167680073085,0.7110470990233572,12.036514552366963
ILE-DE-FRANCE,2005,M,80.0,302.0,51800.0,481840.2691585373,11420941.22271674,66357596.713142455,5.810168831020193,0.9452743836455466,14.266782921850604
NORMANDIE,2005,M,20.0,80.0,15539.0,99149.0,2153438.0,11335852.0,5.264071684441345,0.6449097085439296,11.618542162521404
NOUVELLE AQUITAINE,2005,M,38.0,185.0,32518.0,257625.0,5024864.0,27414840.0,5.4558372127086425,0.8500176436298038,11.722995727581468
OCCITANIE,2005,M,29.0,129.0,19511.0,169236.0,3536230.0,18485376.0,5.227424686742661,0.612420627326627,14.182579286430846
PAYS DE LA LOIRE,2005,M,16.0,81.0,13785.0,109590.0,2788491.0,16035103.0,5.750458939978648,0.7498943125637352,15.279427019363483
PROVENCE-ALPES-COTE D'AZUR,2005,M,35.0,115.0,19089.0,153644.0,3487991.0,19963079.0,5.7233745729275105,0.6964870246009517,14.449223029138292
AUVERGNE-RHONE-ALPES,2006,M,60.0,217.0,36094.0,232530.0,6000525.0,34106059.0,5.683845830156528,0.7617104641482829,16.14706156591535
BOURGOGNE-FRANCHE-COMTE,2006,M,18.0,85.0,14598.0,110228.0,2650156.0,15201071.0,5.735915546103701,0.9392996497859054,14.17702228266687
BRETAGNE,2006,M,18.0,94.0,17182.0,117819.0,3195235.0,18151139.0,5.68068983971445,0.9700608710171987,14.670452635347239
CENTRE-VAL DE LOIRE,2006,M,7.0,39.0,6934.0,55027.0,1210874.0,7361690.0,6.079649905770543,0.4695872786388851,12.302128225491911
CORSE,2006,M,2.0,6.0,1088.0,4548.0,118457.0,739558.0,6.2432612678018184,0.36194058353168357,14.693525679589673
GRAND EST,2006,M,23.0,141.0,27238.0,190274.0,4336566.0,25564687.0,5.895145375396108,0.7801580045529662,11.684508049281602
HAUTS-DE-FRANCE,2006,M,18.0,126.0,22188.0,186886.0,4084121.0,23703020.0,5.803701702275716,0.6795569566334375,12.419688747006697
ILE-DE-FRANCE,2006,M,63.0,238.0,40111.0,388896.46344378026,9695673.823449396,57197284.807295375,5.899258354686121,0.8024795784133508,14.885422260484516
NORMANDIE,2006,M,23.0,103.0,19835.0,126539.0,3066115.0,16911806.0,5.515711576375968,0.9182374096733551,12.640300631636785
NOUVELLE AQUITAINE,2006,M,41.0,208.0,36193.0,288862.0,5989255.0,33351065.0,5.568483058410437,1.013156260984978,12.292693545545436
OCCITANIE,2006,M,31.0,127.0,19088.0,164908.0,3453259.0,18163471.0,5.259805592340453,0.5980513267240312,14.028508845605314
PAYS DE LA LOIRE,2006,M,14.0,66.0,10376.0,86284.0,2349659.0,13593821.0,5.78544418573078,0.6318815160472792,17.210363578112915
PROVENCE-ALPES-COTE D'AZUR,2006,M,33.0,115.0,18842.0,152641.0,3797984.0,22052965.0,5.806492339093582,0.7583868695882588,15.667499767544147
AUVERGNE-RHONE-ALPES,2007,M,71.0,260.0,43376.0,287241.0,6764121.0,39515464.0,5.841921515005423,0.8586418265843652,14.739063109168482
BOURGOGNE-FRANCHE-COMTE,2007,M,24.0,130.0,22193.0,171496.0,3532471.0,20249206.0,5.7323063657139715,1.2520201728422278,11.858380800256096
BRETAGNE,2007,M,16.0,85.0,15288.0,106543.0,2648163.0,15212669.0,5.744612019728393,0.8039719477207523,13.838546088928297
CENTRE-VAL DE LOIRE,2007,M,11.0,65.0,12258.0,101246.0,2063851.0,12150893.0,5.887485579143068,0.8003790440674601,10.614360765173743
CORSE,2007,M,2.0,6.0,1088.0,4114.0,107226.0,674435.0,6.289845746367486,0.3276247162241852,14.513122935054634
GRAND EST,2007,M,19.0,126.0,24225.0,174535.0,3746215.0,21956136.0,5.860885186781858,0.673952528112426,11.060595297503195
HAUTS-DE-FRANCE,2007,M,21.0,157.0,27858.0,235045.0,4968277.0,29212861.0,5.879877671876991,0.8266716872080687,11.825641588595918
ILE-DE-FRANCE,2007,M,76.0,271.0,44620.0,441908.88013691455,10558075.532453138,62249392.0537391,5.895903269719803,0.8738577799149835,14.530627458163107
NORMANDIE,2007,M,21.0,96.0,18369.0,121739.0,2631410.0,14515569.0,5.516270364557404,0.7880523405640569,11.380236098565081
NOUVELLE AQUITAINE,2007,M,40.0,214.0,36962.0,292998.0,6107078.0,34330857.0,5.621486576722943,1.0330874728198445,12.165611075500985
OCCITANIE,2007,M,25.0,122.0,18922.0,149533.0,2913215.0,15839259.0,5.43703743115424,0.5045240150774525,12.766921485195692
PAYS DE LA LOIRE,2007,M,16.0,95.0,16390.0,131859.0,3242913.0,19029830.0,5.868128438844952,0.8720996463101369,14.487564707720843
PROVENCE-ALPES-COTE D'AZUR,2007,M,31.0,107.0,17560.0,150192.0,3474702.0,20298744.0,5.841866151399458,0.6938334581009458,14.485429659682856
AUVERGNE-RHONE-ALPES,2008,M,65.0,239.0,39528.0,277162.0,6438416.0,38169949.0,5.928468896697573,0.8172966265018029,14.477416352451177
BOURGOGNE-FRANCHE-COMTE,2008,M,17.0,78.0,14256.0,96338.0,2298843.0,13562915.0,5.899887465129198,0.8147831391105959,13.69389883526598
BRETAGNE,2008,M,25.0,112.0,20099.0,141022.0,3539252.0,20467933.0,5.783123948224088,1.0745030890902743,14.089902865018948
CENTRE-VAL DE LOIRE,2008,M,8.0,64.0,11869.0,73114.0,1682759.0,10877642.0,6.464171042912265,0.6525883117608369,12.207649133111016
CORSE,2008,M,2.0,6.0,1088.0,4091.0,107195.0,672933.0,6.277652875600541,0.32752999697509494,14.49423313547061
GRAND EST,2008,M,24.0,147.0,27844.0,202609.0,4353303.0,25705793.0,5.904894054009105,0.7831690286033792,11.345823312712286
HAUTS-DE-FRANCE,2008,M,16.0,102.0,16591.0,152204.0,3250841.0,19031590.0,5.854358918199937,0.5409074844891227,13.179642776507205
ILE-DE-FRANCE,2008,M,75.0,254.0,41571.0,417902.2444280612,10137830.934675366,61517581.95551914,6.068120720489117,0.8390754931140836,14.878656332890383
NORMANDIE,2008,M,21.0,96.0,18369.0,125622.0,2883720.0,15786552.0,5.474370604635679,0.8636139163153527,12.100519256673996
NOUVELLE AQUITAINE,2008,M,36.0,209.0,36418.0,305736.0,6138178.0,35145133.0,5.725662077574159,1.038348420920507,11.952341876446122
OCCITANIE,2008,M,26.0,120.0,18993.0,174356.0,3662238.0,20057941.0,5.476962720609638,0.6342432741590371,13.267835111887823
PAYS DE LA LOIRE,2008,M,17.0,91.0,15298.0,131196.0,3116457.0,18280051.0,5.865651603728208,0.8380924950625411,14.4991094544105
PROVENCE-ALPES-COTE D'AZUR,2008,M,33.0,113.0,18137.0,165242.0,3785944.0,22260437.0,5.879758654644654,0.7559827051921365,14.52322976242775
AUVERGNE-RHONE-ALPES,2009,M,58.0,220.0,37030.0,266966.0,6542401.0,39949321.0,6.1062171212067256,0.8304965486110283,15.279042033356575
BOURGOGNE-FRANCHE-COMTE,2009,M,14.0,61.0,10428.0,73611.0,1833689.0,10985705.0,5.991040465422436,0.6499177540930674,14.59967416663044
BRETAGNE,2009,M,23.0,106.0,18771.0,136417.0,3374542.0,19436684.0,5.759799107552966,1.0244977761585985,14.254629243587694
CENTRE-VAL DE LOIRE,2009,M,9.0,66.0,11864.0,97332.0,2232818.0,13983604.0,6.262760332458803,0.8659058897258659,12.72098458988886
CORSE,2009,M,2.0,6.0,1088.0,4208.0,119885.0,771783.0,6.4376944571881385,0.36630377990913066,15.956795463923015
GRAND EST,2009,M,23.0,148.0,27566.0,200111.0,4485830.0,26999741.0,6.018895276905277,0.8070109348188942,12.045861401016849
HAUTS-DE-FRANCE,2009,M,17.0,114.0,19426.0,152989.0,3339216.0,20057839.0,6.006750985860154,0.5556122021119552,13.432819609827376
ILE-DE-FRANCE,2009,M,75.0,247.0,39896.0,408797.46838957525,10456666.908269547,63528794.35081553,6.0754344484832385,0.8654645159227987,15.985827254723242
NORMANDIE,2009,M,19.0,107.0,20434.0,121763.0,2895585.0,16975447.0,5.862527606683969,0.8671672360263794,12.621214918095275
NOUVELLE AQUITAINE,2009,M,34.0,171.0,29634.0,251057.0,5377248.0,31627724.0,5.881767774147668,0.9096277380189942,12.88047477870475
OCCITANIE,2009,M,27.0,124.0,19479.0,182679.0,4120708.0,23723019.0,5.757025006382398,0.7136432241086837,14.509018199774006
PAYS DE LA LOIRE,2009,M,18.0,101.0,16862.0,140519.0,3414784.0,20010998.0,5.860106525039359,0.9183200161785144,14.936195665604885
PROVENCE-ALPES-COTE D'AZUR,2009,M,26.0,105.0,17005.0,152504.0,3940989.0,23643688.0,5.999430092294092,0.7869423122350602,16.12319629164632
AUVERGNE-RHONE-ALPES,2010,M,57.0,214.0,34952.0,262493.0,6379069.0,39834272.0,6.244527532152419,0.8097630805344403,15.676698801626534
BOURGOGNE-FRANCHE-COMTE,2010,M,18.0,78.0,13775.0,94527.0,2022257.0,12609902.0,6.235558586272664,0.7167522560472274,12.861252229127606
BRETAGNE,2010,M,20.0,96.0,16804.0,121041.0,2943241.0,17766679.0,6.0364336457666905,0.8935564764637127,14.227496196643767
CENTRE-VAL DE LOIRE,2010,M,9.0,66.0,11864.0,98288.0,2256496.0,14722568.0,6.524526522537598,0.8750884203472282,12.897962729880227
CORSE,2010,M,2.0,6.0,1088.0,3998.0,121610.0,829285.0,6.8192171696406545,0.3715744478020551,17.141761706818222
GRAND EST,2010,M,23.0,147.0,27501.0,196900.0,4345336.0,27083037.0,6.232668083664876,0.7817357473337586,11.943759330941726
HAUTS-DE-FRANCE,2010,M,16.0,102.0,16591.0,153531.0,3287760.0,20460975.0,6.223378531279655,0.5470504374726288,13.3994158601977
ILE-DE-FRANCE,2010,M,73.0,245.0,39826.0,392859.6175495354,9294809.742953535,57310311.70142719,6.165840214736463,0.7693013543749797,14.795896565720984
NORMANDIE,2010,M,15.0,77.0,14426.0,92198.0,2008164.0,11780443.0,5.866275363964298,0.6014031794499827,11.807334848837005
NOUVELLE AQUITAINE,2010,M,35.0,176.0,30643.0,247689.0,5392266.0,33330819.0,6.181226779242715,0.9121682177159636,13.034914903150066
OCCITANIE,2010,M,27.0,132.0,20741.0,199156.0,4440043.0,26648819.0,6.001928134479779,0.7689471327988279,14.216080863614705
PAYS DE LA LOIRE,2010,M,15.0,85.0,13443.0,119323.0,2815964.0,17215575.0,6.113563596693708,0.7572824828856274,15.529596336733158
PROVENCE-ALPES-COTE D'AZUR,2010,M,26.0,102.0,16246.0,145098.0,3834129.0,23665282.0,6.1722706773820075,0.7656043548123324,16.7906478975085
AUVERGNE-RHONE-ALPES,2011,M,54.0,218.0,35907.0,265994.0,6748334.0,42651528.0,6.320304833756006,0.8566378147524822,15.873576747179605
BOURGOGNE-FRANCHE-COMTE,2011,M,18.0,79.0,14077.0,96802.0,2151721.0,13551559.0,6.2980093608790355,0.7626384189221231,13.173286131916589
BRETAGNE,2011,M,22.0,106.0,18528.0,141422.0,3661749.0,22031585.0,6.016683557502167,1.1116927000318777,14.992821009108948
CENTRE-VAL DE LOIRE,2011,M,9.0,59.0,10465.0,89299.0,2044177.0,13047299.0,6.382665982446725,0.7927492988421588,12.96273314966824
CORSE,2011,M,2.0,6.0,1088.0,3199.0,95441.0,662737.0,6.943944426399556,0.2916161242716548,16.73657703409358
GRAND EST,2011,M,23.0,145.0,26504.0,192052.0,4367580.0,27760843.0,6.3561155147701935,0.7857374931052461,12.534619166070343
HAUTS-DE-FRANCE,2011,M,17.0,107.0,17229.0,160708.0,3683728.0,22906144.0,6.218196348916098,0.6129355591436638,14.516452741378771
ILE-DE-FRANCE,2011,M,73.0,253.0,40231.0,425512.79805581435,10082402.059717428,62848722.623550825,6.233506881723406,0.8344878243230198,15.176150815297124
NORMANDIE,2011,M,22.0,98.0,18287.0,115250.0,2585583.0,15596905.0,6.032258488704482,0.7743281111163354,12.25233067578521
NOUVELLE AQUITAINE,2011,M,31.0,174.0,29280.0,260111.0,5749484.0,36356607.0,6.3234556353231,0.9725960427520544,13.283886041107221
OCCITANIE,2011,M,27.0,139.0,22235.0,221374.0,5037640.0,30253764.0,6.005543071755822,0.8724417385310654,14.4322167056796
PAYS DE LA LOIRE,2011,M,15.0,79.0,12119.0,113638.0,2744686.0,16582410.0,6.0416419218810455,0.7381140628294328,16.357240083815864
PROVENCE-ALPES-COTE D'AZUR,2011,M,24.0,97.0,15470.0,144903.0,3848224.0,24300072.0,6.314619938964052,0.7684188645435073,16.93818862955582
AUVERGNE-RHONE-ALPES,2012,M,63.0,257.0,42004.0,328473.0,7453603.0,47781152.0,6.410477188012294,0.9461651106706553,14.450554321885193
BOURGOGNE-FRANCHE-COMTE,2012,M,17.0,87.0,15187.0,125125.0,2764901.0,17484753.0,6.323826061041607,0.9799689305054872,12.585627436248215
BRETAGNE,2012,M,20.0,102.0,17932.0,129209.0,3004599.0,18348188.0,6.1067010938897335,0.9121845257069994,13.276416082293835
CENTRE-VAL DE LOIRE,2012,M,9.0,66.0,11864.0,98881.0,2274713.0,15141243.0,6.656331150347318,0.8821531285290577,12.881993638946746
CORSE,2012,M,,,,,,,,,
GRAND EST,2012,M,23.0,152.0,27577.0,217769.0,4415186.0,28115018.0,6.367799227484414,0.7943019198808903,11.084636863513825
HAUTS-DE-FRANCE,2012,M,17.0,107.0,17229.0,165173.0,3417772.0,21220252.0,6.208796841919239,0.5686831361722576,13.0524279746627
ILE-DE-FRANCE,2012,M,67.0,235.0,37582.0,388055.8703091204,9137141.754056813,57819998.1987907,6.328018077766946,0.7562516846394823,14.79383212182975
NORMANDIE,2012,M,19.0,90.0,17550.0,117912.0,2541655.0,14967049.0,5.888702046501197,0.7611725925098476,11.319336897879397
NOUVELLE AQUITAINE,2012,M,34.0,192.0,33203.0,285954.0,6018115.0,37716166.0,6.267106228445286,1.018038285492538,12.537195782466268
OCCITANIE,2012,M,26.0,145.0,23282.0,236871.0,4962890.0,30098421.0,6.064696376506431,0.8594961886396089,13.067994072165417
PAYS DE LA LOIRE,2012,M,18.0,100.0,16264.0,149967.0,3427959.0,20935262.0,6.107208983538018,0.9218631000787412,14.420197638155392
PROVENCE-ALPES-COTE D'AZUR,2012,M,23.0,93.0,14924.0,142822.0,3385996.0,21567581.0,6.369641606192093,0.676120517326657,15.056024395590617
AUVERGNE-RHONE-ALPES,2013,M,51.0,211.0,35061.0,272176.0,6169633.0,39239982.0,6.36018090541204,0.7831771413425597,14.278783753887817
BOURGOGNE-FRANCHE-COMTE,2013,M,18.0,107.0,18299.0,161597.0,3388093.0,21461402.0,6.334360361418651,1.2008480136045114,12.327005522914467
BRETAGNE,2013,M,23.0,110.0,19426.0,152498.0,3270824.0,19419096.0,5.937065400033753,0.9930093962991636,12.233121003147458
CENTRE-VAL DE LOIRE,2013,M,10.0,78.0,14484.0,123746.0,2567939.0,16926302.0,6.59139566788775,0.9958686756183219,11.13789966838805
CORSE,2013,M,,,,,,,,,
GRAND EST,2013,M,23.0,150.0,27403.0,221175.0,4193847.0,26698352.0,6.366076778671229,0.7544825345493287,10.403161267434054
HAUTS-DE-FRANCE,2013,M,20.0,140.0,24182.0,222499.0,4377605.0,27418200.0,6.263287802348544,0.7283897639524683,11.46190161831885
ILE-DE-FRANCE,2013,M,73.0,273.0,45583.0,465829.6990994344,11117428.2580945,71943279.20261078,6.471215962219456,0.9201535967535647,14.360891086666674
NORMANDIE,2013,M,17.0,80.0,15198.0,104568.0,1926870.0,11380041.0,5.905972380077535,0.5770573241960258,9.964700755930691
NOUVELLE AQUITAINE,2013,M,36.0,217.0,35645.0,339206.0,6187995.0,39282999.0,6.348259654379165,1.0467755801337126,10.95848187713917
OCCITANIE,2013,M,23.0,146.0,23719.0,226860.0,4459948.0,27406527.0,6.145032856885327,0.7723943725391549,12.204818173591153
PAYS DE LA LOIRE,2013,M,18.0,107.0,18180.0,159777.0,3621637.0,22119309.0,6.107544461247773,0.9739479124983327,13.943063556520555
PROVENCE-ALPES-COTE D'AZUR,2013,M,26.0,98.0,15989.0,148937.0,3289385.0,20979752.0,6.378016559326439,0.6568290948620571,13.884515457156954
AUVERGNE-RHONE-ALPES,2014,M,51.0,198.0,33591.0,259085.0,6423885.0,39556747.0,6.157760763151893,0.8154520521096391,15.153137771167058
BOURGOGNE-FRANCHE-COMTE,2014,M,13.0,73.0,12380.0,116712.0,2441416.0,15401088.0,6.308260452131059,0.8653155488890866,12.306405615039262
BRETAGNE,2014,M,20.0,100.0,17606.0,138726.0,3144179.0,18557196.0,5.902080002442609,0.9545604687523719,13.010445750398878
CENTRE-VAL DE LOIRE,2014,M,9.0,59.0,10465.0,88792.0,1915289.0,12164171.0,6.3510890523571115,0.7427654316774426,12.180469900590566
CORSE,2014,M,8.0,14.0,4497.0,4894.0,181905.0,1284983.0,7.064033424040021,0.5558033872825658,11.323830873056435
GRAND EST,2014,M,24.0,155.0,28023.0,229117.0,4900638.0,30645908.0,6.253452713707889,0.8816358296210502,11.861944649157376
HAUTS-DE-FRANCE,2014,M,21.0,134.0,21875.0,199880.0,4458102.0,26967988.0,6.049208385093029,0.7417836610329226,13.594205597866985
ILE-DE-FRANCE,2014,M,75.0,283.0,45533.0,453380.4126302347,10608279.110558845,65413770.262919754,6.166294229363819,0.8780129677778087,14.656824769999524
NORMANDIE,2014,M,19.0,89.0,16534.0,115683.0,2511149.0,14641624.0,5.830647245543773,0.7520366825979574,12.01394319335201
NOUVELLE AQUITAINE,2014,M,37.0,221.0,36580.0,340756.0,6671733.0,41458686.0,6.214080509516792,1.1286058216873536,11.823640159622695
OCCITANIE,2014,M,25.0,151.0,24263.0,254238.0,5259273.0,31619104.0,6.012067447344909,0.9108251640707736,13.018277663592196
PAYS DE LA LOIRE,2014,M,15.0,78.0,12725.0,108767.0,2855572.0,17196290.0,6.0220124024188495,0.7679340553425671,16.452782999745796
PROVENCE-ALPES-COTE D'AZUR,2014,M,31.0,114.0,17700.0,174634.0,4012466.0,24676918.0,6.15006282919282,0.8012149416820404,15.13457400047126
AUVERGNE-RHONE-ALPES,2015,M,49.0,192.0,31860.0,243132.0,6240117.0,39343068.0,6.304860630017033,0.7921244251810617,15.903482858609678
BOURGOGNE-FRANCHE-COMTE,2015,M,12.0,80.0,13679.0,128759.0,2581945.0,16772347.0,6.496012502202797,0.9151235000001772,11.858989477747363
BRETAGNE,2015,M,20.0,95.0,16554.0,130805.0,2821090.0,16545989.0,5.86510497715422,0.8564719097712403,12.582598825444514
CENTRE-VAL DE LOIRE,2015,M,7.0,50.0,8648.0,76825.0,1752554.0,11506576.0,6.565604255275444,0.6796554088432757,13.373486896675924
CORSE,2015,M,3.0,11.0,1790.0,13184.0,410500.0,2797216.0,6.814168087697929,1.2542661855336208,17.24346512577438
GRAND EST,2015,M,29.0,178.0,32609.0,264284.0,5478323.0,34399097.0,6.2791290327350175,0.9855626640933448,11.394342578644771
HAUTS-DE-FRANCE,2015,M,22.0,129.0,20529.0,198320.0,4374261.0,26524806.0,6.063837068707149,0.7278333557405221,14.101778526632605
ILE-DE-FRANCE,2015,M,74.0,288.0,46449.0,489315.94998834754,10683311.138866905,67773190.4877449,6.343837561856601,0.8842231261990343,13.64496131832786
NORMANDIE,2015,M,18.0,87.0,16081.0,117190.0,2489528.0,14824278.0,5.954654054905187,0.7455616446314924,11.995465528927586
NOUVELLE AQUITAINE,2015,M,39.0,232.0,38242.0,360371.0,7319275.0,46824018.0,6.397357388539166,1.2381455276358788,12.321629482102097
OCCITANIE,2015,M,24.0,150.0,24131.0,248877.0,5014248.0,31099825.0,6.202290951704025,0.8683906040419557,12.702288312737467
PAYS DE LA LOIRE,2015,M,20.0,102.0,16421.0,147101.0,3505153.0,21286498.0,6.072915504686956,0.9426224790991665,14.952400120194135
PROVENCE-ALPES-COTE D'AZUR,2015,M,33.0,135.0,21745.0,195963.0,4238329.0,26764156.0,6.314789625817156,0.8463155881107282,14.0027139633125
AUVERGNE-RHONE-ALPES,2016,M,54.0,214.0,35252.0,270433.0,7048441.0,44244962.0,6.277269257130762,0.8947335884163115,16.497431893485686
BOURGOGNE-FRANCHE-COMTE,2016,M,13.0,90.0,15449.0,153587.0,3232657.0,20633134.0,6.382716755906983,1.145756547153434,12.441066556916068
